gene_symbol	chromosome	start	length	color	full_name	days_in_timeframe	recent_timeframe_citation_count	past_timeframe_citation_count	citation_count_delta	significance	recent_gene_rank	past_gene_rank	rank_delta
UPK3BL1	7	102637025	5766	#73af42	uroplakin 3B like 1	180	0	0	0		7290	10478	-3188
CRNN	1	152409243	5020	#73af42	cornulin	180	0	0	0		7290	10478	-3188
TRIM49D1	11	89926762	6238	#73af42	tripartite motif containing 49D1	180	0	0	0		7290	10478	-3188
PLA2G4E	15	41981582	69121	#73af42	phospholipase A2 group IVE	180	0	0	0		7290	10478	-3188
ARL4C	2	234493041	4008	#73af42	ADP ribosylation factor like GTPase 4C	180	0	0	0		7290	10478	-3188
PXDC1	6	3722602	29410	#73af42	PX domain containing 1	180	0	0	0		7290	10478	-3188
RPL7A	9	133348218	3208	#73af42	ribosomal protein L7a	180	9	9	0		395	1543	-1148
ASPN	9	92456207	26299	#73af42	asporin	180	4	4	0		6724	10077	-3353
MIR520D	19	53720096	86	#73af42	microRNA 520d	180	0	0	0		7290	10478	-3188
MIR519B	19	53695213	80	#73af42	microRNA 519b	180	0	0	0		7290	10478	-3188
VAX1	10	117133290	4980	#73af42	ventral anterior homeobox 1	180	0	0	0		7290	10478	-3188
MIR646	20	60308474	93	#73af42	microRNA 646	180	0	0	0		7290	10478	-3188
PCDHA5	5	140821776	2450	#73af42	protocadherin alpha 5	180	0	0	0		7290	10478	-3188
AIDA	1	222668013	44478	#73af42	axin interactor, dorsalization associated	180	0	0	0		7290	10478	-3188
PRR13	12	53441734	4904	#73af42	proline rich 13	180	0	0	0		7290	10478	-3188
KRTAP20-3	21	30642864	272	#73af42	keratin associated protein 20-3	180	0	0	0		7290	10478	-3188
HARBI1	11	46602861	14366	#73af42	harbinger transposase derived 1	180	0	0	0		7290	10478	-3188
BOD1	5	173607145	9505	#73af42	biorientation of chromosomes in cell division 1	180	0	0	0		7290	10478	-3188
EBLN1	10	22208814	1169	#73af42	endogenous Bornavirus like nucleoprotein 1	180	0	0	0		7290	10478	-3188
ARFGAP3	22	42796503	60770	#73af42	ADP ribosylation factor GTPase activating protein 3	180	8	8	0		1620	2295	-675
HGFAC	4	3441968	7518	#73af42	HGF activator	180	0	0	0		7290	10478	-3188
LY6G6F	6	2962683	3814	#73af42	lymphocyte antigen 6 family member G6F	180	0	0	0		7290	10478	-3188
EPYC	12	90963682	41290	#73af42	epiphycan	180	0	0	0		7290	10478	-3188
FAM3C	7	121348851	47517	#73af42	FAM3 metabolism regulating signaling molecule C	180	0	0	0		7290	10478	-3188
DMRT1	9	841697	127393	#73af42	doublesex and mab-3 related transcription factor 1	180	0	0	0		7290	10478	-3188
TUBB8B	18	47221	2336	#73af42	tubulin beta 8B	180	0	0	0		7290	10478	-3188
ANKRD40CL	17	50761008	6510	#73af42	ANKRD40 C-terminal like	180	0	0	0		7290	10478	-3188
SEC31B	10	100486647	33214	#73af42	SEC31 homolog B, COPII coat complex component	180	0	0	0		7290	10478	-3188
RGS2	1	192809039	3236	#73af42	regulator of G protein signaling 2	180	6	6	0		4574	6947	-2373
VXN	8	66493566	24958	#73af42	vexin	180	0	0	0		7290	10478	-3188
OR8H3	11	56122373	938	#73af42	olfactory receptor family 8 subfamily H member 3	180	0	0	0		7290	10478	-3188
SPINK14	5	148168546	7073	#73af42	serine peptidase inhibitor Kazal type 14 (putative)	180	0	0	0		7290	10478	-3188
MS4A4E	11	60201253	41884	#73af42	membrane spanning 4-domains A4E	180	0	0	0		7290	10478	-3188
LOC102724265	11	69425655	3969	#73af42	uncharacterized LOC102724265	180	0	0	0		7290	10478	-3188
GRXCR1	4	42893266	137392	#73af42	glutaredoxin and cysteine rich domain containing 1	180	0	0	0		7290	10478	-3188
TNRC18	7	5306792	116754	#73af42	trinucleotide repeat containing 18	180	0	0	0		7290	10478	-3188
CDC5L	6	44387706	62719	#73af42	cell division cycle 5 like	180	9	9	0		395	1543	-1148
MIR516A2	19	53761133	89	#73af42	microRNA 516a-2	180	0	0	0		7290	10478	-3188
MIR516A1	19	53756741	89	#73af42	microRNA 516a-1	180	0	0	0		7290	10478	-3188
MIR520G	19	53722166	89	#73af42	microRNA 520g	180	0	0	0		7290	10478	-3188
HES2	1	6415234	4685	#73af42	hes family bHLH transcription factor 2	180	0	0	0		7290	10478	-3188
SHQ1	3	72749277	99168	#73af42	SHQ1, H/ACA ribonucleoprotein assembly factor	180	0	0	0		7290	10478	-3188
LAMC3	9	131009174	85299	#73af42	laminin subunit gamma 3	180	0	0	0		7290	10478	-3188
WSCD1	17	6070614	53813	#73af42	WSC domain containing 1	180	0	0	0		7290	10478	-3188
METTL2B	7	128476729	26195	#73af42	methyltransferase 2B, methylcytidine	180	0	0	0		7290	10478	-3188
ERMAP	1	42817122	27869	#73af42	erythroblast membrane associated protein (Scianna blood group)	180	0	0	0		7290	10478	-3188
NPEPL1	20	58692800	23044	#73af42	aminopeptidase like 1	180	0	0	0		7290	10478	-3188
ALX4	11	44260440	49699	#73af42	ALX homeobox 4	180	0	0	0		7290	10478	-3188
IL21	4	122610108	10958	#73af42	interleukin 21	180	8	8	0		1620	2295	-675
CD3G	11	118344344	9438	#73af42	CD3g molecule	180	0	0	0		7290	10478	-3188
KRT40	17	127110	9286	#73af42	keratin 40	180	0	0	0		7290	10478	-3188
GABRA3	X	152166234	285081	#73af42	gamma-aminobutyric acid type A receptor subunit alpha3	180	0	0	0		7290	10478	-3188
CNGA2	X	151734746	10818	#73af42	cyclic nucleotide gated channel subunit alpha 2	180	0	0	0		7290	10478	-3188
GTF2IRD2B	7	75092590	57227	#73af42	GTF2I repeat domain containing 2B	180	0	0	0		7290	10478	-3188
GNAZ	22	23070519	54513	#73af42	G protein subunit alpha z	180	0	0	0		7290	10478	-3188
CEACAM18	19	51478643	11962	#73af42	CEA cell adhesion molecule 18	180	0	0	0		7290	10478	-3188
GIMD1	4	106358183	9252	#73af42	GIMAP family P-loop NTPase domain containing 1	180	0	0	0		7290	10478	-3188
RNF225	19	58396090	989	#73af42	ring finger protein 225	180	0	0	0		7290	10478	-3188
LINC00515	21	25582775	449	#73af42	long intergenic non-protein coding RNA 515	180	0	0	0		7290	10478	-3188
KIAA0355		34254554	101017	#73af42		180	0	0	0		-1	-1	-1
FOXH1	8	144473412	2437	#73af42	forkhead box H1	180	0	0	0		7290	10478	-3188
RTL10	22	19846146	8728	#73af42	retrotransposon Gag like 10	180	0	0	0		7290	10478	-3188
MIR6809	2	217900513	115	#73af42	microRNA 6809	180	0	0	0		7290	10478	-3188
ORM1	9	114323023	3456	#73af42	orosomucoid 1	180	5	5	0		5717	8822	-3105
IFNA2	9	21384255	1143	#73af42	interferon alpha 2	180	6	6	0		4574	6947	-2373
CTXND1	15	80195481	56732	#73af42	cortexin domain containing 1	180	0	0	0		7290	10478	-3188
ZNF212	7	149239651	15946	#73af42	zinc finger protein 212	180	0	0	0		7290	10478	-3188
YLPM1	14	74763316	74002	#73af42	YLP motif containing 1	180	8	8	0		1620	2295	-675
MIRLET7A3	22	46112749	73	#73af42	microRNA let-7a-3	180	0	0	0		7290	10478	-3188
MIRLET7A2	11	122146522	71	#73af42	microRNA let-7a-2	180	0	0	0		7290	10478	-3188
ARL15	5	53883942	426631	#73af42	ADP ribosylation factor like GTPase 15	180	0	0	0		7290	10478	-3188
SLC35G4	18	11609558	1054	#73af42	solute carrier family 35 member G4	180	0	0	0		7290	10478	-3188
TMEM63A	1	225845537	36843	#73af42	transmembrane protein 63A	180	0	0	0		7290	10478	-3188
TATDN2	3	10248459	32759	#73af42	TatD DNase domain containing 2	180	0	0	0		7290	10478	-3188
SERTAD2	2	64631621	22292	#73af42	SERTA domain containing 2	180	0	0	0		7290	10478	-3188
FGF7	15	49423242	65532	#73af42	fibroblast growth factor 7	180	5	5	0		5717	8822	-3105
TRAPPC2B	19	57363551	1851	#73af42	trafficking protein particle complex subunit 2B	180	0	0	0		7290	10478	-3188
ZNF56		19776574	59607	#73af42		180	0	0	0		-1	-1	-1
MIR1299	9	40929010	82	#73af42	microRNA 1299	180	0	0	0		7290	10478	-3188
TAAR9	6	132538288	1048	#73af42	trace amine associated receptor 9	180	0	0	0		7290	10478	-3188
PCDHA8	5	140841187	171159	#73af42	protocadherin alpha 8	180	0	0	0		7290	10478	-3188
PCDHA7	5	140834269	178077	#73af42	protocadherin alpha 7	180	0	0	0		7290	10478	-3188
MIR6845	8	143837756	60	#73af42	microRNA 6845	180	0	0	0		7290	10478	-3188
C12orf75	12	105330691	40827	#73af42	chromosome 12 open reading frame 75	180	0	0	0		7290	10478	-3188
UQCR11	19	1597169	8293	#73af42	ubiquinol-cytochrome c reductase, complex III subunit XI	180	0	0	0		7290	10478	-3188
ADIRF	10	86968482	2433	#73af42	adipogenesis regulatory factor	180	0	0	0		7290	10478	-3188
MIR92B	1	155195177	95	#73af42	microRNA 92b	180	6	6	0		4574	6947	-2373
RBM27	5	146203605	85616	#73af42	RNA binding motif protein 27	180	8	8	0		1620	2295	-675
PLIN1	15	89664370	14997	#73af42	perilipin 1	180	0	0	0		7290	10478	-3188
GAL3ST4	7	100159244	9373	#73af42	galactose-3-O-sulfotransferase 4	180	0	0	0		7290	10478	-3188
INO80B	2	74455087	2857	#73af42	INO80 complex subunit B	180	0	0	0		7290	10478	-3188
C1QL2	2	119156243	2508	#73af42	complement C1q like 2	180	0	0	0		7290	10478	-3188
FANCD2OS	3	10103937	4318	#73af42	FANCD2 opposite strand	180	0	0	0		7290	10478	-3188
GPR151	5	146514854	1259	#73af42	G protein-coupled receptor 151	180	0	0	0		7290	10478	-3188
DND1	5	140670794	2782	#73af42	DND microRNA-mediated repression inhibitor 1	180	0	0	0		7290	10478	-3188
RSPH10B	7	6754109	44656	#73af42	radial spoke head 10 homolog B	180	0	0	0		7290	10478	-3188
MMP17	12	131828393	23378	#73af42	matrix metallopeptidase 17	180	0	0	0		7290	10478	-3188
NANS	9	98056732	26345	#73af42	N-acetylneuraminate synthase	180	0	0	0		7290	10478	-3188
NABP2	12	56224342	5512	#73af42	nucleic acid binding protein 2	180	0	0	0		7290	10478	-3188
DSG3	18	31447741	30961	#73af42	desmoglein 3	180	0	0	0		7290	10478	-3188
SPAG11A	8	5445301	15783	#73af42	sperm associated antigen 11A	180	0	0	0		7290	10478	-3188
MANBA	4	102630770	130198	#73af42	mannosidase beta	180	0	0	0		7290	10478	-3188
TMC2	20	2536607	105177	#73af42	transmembrane channel like 2	180	0	0	0		7290	10478	-3188
MIR4779	2	86193026	82	#73af42	microRNA 4779	180	0	0	0		7290	10478	-3188
MIR4725	17	31575269	89	#73af42	microRNA 4725	180	0	0	0		7290	10478	-3188
MIR4490	11	90555774	83	#73af42	microRNA 4490	180	0	0	0		7290	10478	-3188
MIR4463	6	75428407	66	#73af42	microRNA 4463	180	0	0	0		7290	10478	-3188
LNCNEF	20	22587522	19995	#73af42	lncRNA neighboring enhancer of FOXA2	180	0	0	0		7290	10478	-3188
DOCK3	3	50674927	709271	#73af42	dedicator of cytokinesis 3	180	0	0	0		7290	10478	-3188
CBLIF	11	59829273	16226	#73af42	cobalamin binding intrinsic factor	180	0	0	0		7290	10478	-3188
BSX	11	122977570	4264	#73af42	brain specific homeobox	180	0	0	0		7290	10478	-3188
CHAC1	15	40953471	3041	#73af42	ChaC glutathione specific gamma-glutamylcyclotransferase 1	180	0	0	0		7290	10478	-3188
KRTAP5-1	11	66579	941	#73af42	keratin associated protein 5-1	180	0	0	0		7290	10478	-3188
RANBP17	5	170862018	437997	#73af42	RAN binding protein 17	180	0	0	0		7290	10478	-3188
LINC01551	14	28772704	22090	#73af42	long intergenic non-protein coding RNA 1551	180	0	0	0		7290	10478	-3188
CLDN20	6	155264013	12535	#73af42	claudin 20	180	0	0	0		7290	10478	-3188
TSSK2	22	19131308	1314	#73af42	testis specific serine kinase 2	180	0	0	0		7290	10478	-3188
MBD6	12	57522824	7324	#73af42	methyl-CpG binding domain protein 6	180	0	0	0		7290	10478	-3188
GPR182	12	56994492	3955	#73af42	G protein-coupled receptor 182	180	0	0	0		7290	10478	-3188
LINC00702	10	4206876	37036	#73af42	long intergenic non-protein coding RNA 702	180	0	0	0		7290	10478	-3188
ORM2	9	114329789	3467	#73af42	orosomucoid 2	180	0	0	0		7290	10478	-3188
SLC22A7	6	43298260	7278	#73af42	solute carrier family 22 member 7	180	0	0	0		7290	10478	-3188
RRP9	3	51933429	8475	#73af42	ribosomal RNA processing 9, U3 small nucleolar RNA binding protein	180	9	9	0		395	1543	-1148
KRT75	12	52424070	10301	#73af42	keratin 75	180	0	0	0		7290	10478	-3188
RAB40B	17	82654973	43725	#73af42	RAB40B, member RAS oncogene family	180	0	0	0		7290	10478	-3188
MIR579	5	32394378	97	#73af42	microRNA 579	180	0	0	0		7290	10478	-3188
MIR151B	14	100109419	95	#73af42	microRNA 151b	180	0	0	0		7290	10478	-3188
PHACTR3-AS1	20	59626464	1825	#73af42	PHACTR3 antisense RNA 1	180	0	0	0		7290	10478	-3188
MIR4435-2	2	111321013	73	#73af42	microRNA 4435-2	180	0	0	0		7290	10478	-3188
ZNF230	19	44002957	10967	#73af42	zinc finger protein 230	180	0	0	0		7290	10478	-3188
KAAG1	6	24356903	1382	#73af42	kidney associated antigen 1	180	0	0	0		7290	10478	-3188
RHOV	15	40872214	2020	#73af42	ras homolog family member V	180	0	0	0		7290	10478	-3188
PSEN2	1	226870616	25482	#73af42	presenilin 2	180	8	8	0		1620	2295	-675
PRDM6	5	123089241	105025	#73af42	PR/SET domain 6	180	0	0	0		7290	10478	-3188
MIR551B	3	168551854	95	#73af42	microRNA 551b	180	0	0	0		7290	10478	-3188
MC2R	18	13882044	33492	#73af42	melanocortin 2 receptor	180	0	0	0		7290	10478	-3188
LHX1	17	1173837	7140	#73af42	LIM homeobox 1	180	0	0	0		7290	10478	-3188
EFCAB14	1	46675159	43955	#73af42	EF-hand calcium binding domain 14	180	0	0	0		7290	10478	-3188
BARX2	11	129375848	76431	#73af42	BARX homeobox 2	180	0	0	0		7290	10478	-3188
LMOD3	3	69108672	13923	#73af42	leiomodin 3	180	0	0	0		7290	10478	-3188
ARHGEF35	7	220409	856	#73af42	Rho guanine nucleotide exchange factor 35	180	0	0	0		7290	10478	-3188
SLC35G5	8	2014659	1200	#73af42	solute carrier family 35 member G5	180	0	0	0		7290	10478	-3188
TRNP1	1	26993692	7194	#73af42	TMF1 regulated nuclear protein 1	180	0	0	0		7290	10478	-3188
TMEM82	1	15742499	5483	#73af42	transmembrane protein 82	180	0	0	0		7290	10478	-3188
ZNF676	19	22179089	17862	#73af42	zinc finger protein 676	180	0	0	0		7290	10478	-3188
FAM243B	21	34400112	960	#73af42	family with sequence similarity 243 member B	180	0	0	0		7290	10478	-3188
BIVM	13	102799119	42414	#73af42	basic, immunoglobulin-like variable motif containing	180	0	0	0		7290	10478	-3188
CSGALNACT2	10	43138445	46861	#73af42	chondroitin sulfate N-acetylgalactosaminyltransferase 2	180	0	0	0		7290	10478	-3188
CDS1	4	84583127	68207	#73af42	CDP-diacylglycerol synthase 1	180	0	0	0		7290	10478	-3188
MIR596	8	607	76	#73af42	microRNA 596	180	0	0	0		7290	10478	-3188
MIR592	7	127058088	96	#73af42	microRNA 592	180	6	6	0		4574	6947	-2373
TEPP	16	57976435	11678	#73af42	testis, prostate and placenta expressed	180	0	0	0		7290	10478	-3188
SERPINB11	18	63702960	20933	#73af42	serpin family B member 11	180	0	0	0		7290	10478	-3188
CDC16	13	114234845	37881	#73af42	cell division cycle 16	180	8	8	0		1620	2295	-675
OR51B2	11	5323298	1054	#73af42	olfactory receptor family 51 subfamily B member 2	180	0	0	0		7290	10478	-3188
NKX2-4	20	21395367	2159	#73af42	NK2 homeobox 4	180	0	0	0		7290	10478	-3188
LRRC71	1	156920632	12462	#73af42	leucine rich repeat containing 71	180	0	0	0		7290	10478	-3188
CERK	22	46684410	53842	#73af42	ceramide kinase	180	0	0	0		7290	10478	-3188
PSKH2	8	86047111	22557	#73af42	protein serine kinase H2	180	0	0	0		7290	10478	-3188
LRRN3	7	111091127	34326	#73af42	leucine rich repeat neuronal 3	180	0	0	0		7290	10478	-3188
EBF4	20	2692878	67230	#73af42	EBF family member 4	180	0	0	0		7290	10478	-3188
NPAP1L	16	60357685	2108	#73af42	nuclear pore associated protein 1 like	180	0	0	0		7290	10478	-3188
GOLGA6L2	15	23439038	8205	#73af42	golgin A6 family like 2	180	0	0	0		7290	10478	-3188
PABPC1L2B	X	73003513	2199	#73af42	poly(A) binding protein cytoplasmic 1 like 2B	180	0	0	0		7290	10478	-3188
TOR3A	1	179082070	13924	#73af42	torsin family 3 member A	180	0	0	0		7290	10478	-3188
KRTAP19-3	21	30491462	551	#73af42	keratin associated protein 19-3	180	0	0	0		7290	10478	-3188
LOC102723672	7	136766	4993	#73af42	uncharacterized LOC102723672	180	0	0	0		7290	10478	-3188
LOC100507642	7	142039	5743	#73af42	uncharacterized LOC100507642	180	0	0	0		7290	10478	-3188
LOC105375115	7	167241	1093	#73af42	uncharacterized LOC105375115	180	0	0	0		7290	10478	-3188
LOC442497	7	379425	3454	#73af42	uncharacterized LOC442497	180	0	0	0		7290	10478	-3188
PNPLA4	X	7898763	28976	#73af42	patatin like phospholipase domain containing 4	180	0	0	0		7290	10478	-3188
HRAT92	7	520391	4841	#73af42	heart tissue-associated transcript 92	180	0	0	0		7290	10478	-3188
ZBED5	11	10852706	5347	#73af42	zinc finger BED-type containing 5	180	0	0	0		7290	10478	-3188
NICN1	3	49422333	6991	#73af42	nicolin 1	180	0	0	0		7290	10478	-3188
SLC25A33	1	9539465	45708	#73af42	solute carrier family 25 member 33	180	0	0	0		7290	10478	-3188
CUZD1	10	122832158	13699	#73af42	CUB and zona pellucida like domains 1	180	0	0	0		7290	10478	-3188
BCL2L2-PABPN1	14	23306833	19352	#73af42	BCL2L2-PABPN1 readthrough	180	0	0	0		7290	10478	-3188
C11orf42	11	6205557	5578	#73af42	chromosome 11 open reading frame 42	180	0	0	0		7290	10478	-3188
CNBD1	8	86866415	516444	#73af42	cyclic nucleotide binding domain containing 1	180	0	0	0		7290	10478	-3188
REM2	14	22883222	4456	#73af42	RRAD and GEM like GTPase 2	180	0	0	0		7290	10478	-3188
JARID2	6	15246069	275973	#73af42	jumonji and AT-rich interaction domain containing 2	180	6	6	0		4574	6947	-2373
C4BPA	1	207104233	40739	#73af42	complement component 4 binding protein alpha	180	0	0	0		7290	10478	-3188
LOC101927021		1160785	5173	#73af42		180	0	0	0		-1	-1	-1
GON7	14	317456	4171	#73af42	GON7 subunit of KEOPS complex	180	0	0	0		7290	10478	-3188
LOC100128653	7	1532453	2427	#73af42	uncharacterized LOC100128653	180	0	0	0		7290	10478	-3188
PSMG3-AS1	7	1570073	19552	#73af42	PSMG3 antisense RNA 1 (head to head)	180	0	0	0		7290	10478	-3188
TFAMP1	7	1614470	2222	#73af42	transcription factor A, mitochondrial pseudogene 1	180	0	0	0		7290	10478	-3188
ELFN1-AS1	7	1738631	3679	#73af42	ELFN1 antisense RNA 1	180	0	0	0		7290	10478	-3188
MIR4655	7	1844180	73	#73af42	microRNA 4655	180	0	0	0		7290	10478	-3188
SNORA114	7	2088912	140	#73af42	small nucleolar RNA, H/ACA box 114	180	0	0	0		7290	10478	-3188
DRAXIN	1	11691710	34147	#73af42	dorsal inhibitory axon guidance protein	180	0	0	0		7290	10478	-3188
CPNE2	16	57092583	55786	#73af42	copine 2	180	0	0	0		7290	10478	-3188
MIR6836	7	2257515	62	#73af42	microRNA 6836	180	0	0	0		7290	10478	-3188
MIR4648	7	2527074	71	#73af42	microRNA 4648	180	0	0	0		7290	10478	-3188
ZNF17	19	57411147	10792	#73af42	zinc finger protein 17	180	0	0	0		7290	10478	-3188
OR11H12	14	18601117	980	#73af42	olfactory receptor family 11 subfamily H member 12	180	0	0	0		7290	10478	-3188
LOC100129603	7	3140931	17642	#73af42	uncharacterized LOC100129603	180	0	0	0		7290	10478	-3188
LOC100133315	11	71880704	47755	#73af42	XRCC1 N-terminal domain containing 1-like	180	0	0	0		7290	10478	-3188
MIR4656	7	4788565	74	#73af42	microRNA 4656	180	0	0	0		7290	10478	-3188
SNORD165	7	4837388	62	#73af42	small nucleolar RNA, C/D box 165	180	0	0	0		7290	10478	-3188
RNF216P1	7	4973985	24184	#73af42	ring finger protein 216 pseudogene 1	180	0	0	0		7290	10478	-3188
RBAKDN	7	5072060	1163	#73af42	RBAK downstream neighbor	180	0	0	0		7290	10478	-3188
ZNF890P	7	5121310	23236	#73af42	zinc finger protein 890, pseudogene	180	0	0	0		7290	10478	-3188
LOC221946	7	5513854	11691	#73af42	uncharacterized LOC221946	180	0	0	0		7290	10478	-3188
RNF216-IT1	7	5662432	18029	#73af42	RNF216 intronic transcript 1	180	0	0	0		7290	10478	-3188
MIR6874	7	5711840	70	#73af42	microRNA 6874	180	0	0	0		7290	10478	-3188
ZNF815P	7	5823160	31275	#73af42	zinc finger protein 815, pseudogene	180	0	0	0		7290	10478	-3188
SNORA80D	7	6016877	134	#73af42	small nucleolar RNA, H/ACA box 80D	180	0	0	0		7290	10478	-3188
PMS2CL	7	6735305	16296	#73af42	PMS2 C-terminal like pseudogene	180	0	0	0		7290	10478	-3188
MIR3683	7	7066964	81	#73af42	microRNA 3683	180	0	0	0		7290	10478	-3188
LOC100131257	7	7075770	21016	#73af42	zinc finger protein 655 pseudogene	180	0	0	0		7290	10478	-3188
LOC101927354	7	7255154	22915	#73af42	uncharacterized LOC101927354	180	0	0	0		7290	10478	-3188
LOC101927391		7550104	15961	#73af42		180	0	0	0		-1	-1	-1
EBLN2	3	73061659	1661	#73af42	endogenous Bornavirus like nucleoprotein 2	180	0	0	0		7290	10478	-3188
NEUROD6	7	31337466	3260	#73af42	neuronal differentiation 6	180	0	0	0		7290	10478	-3188
PFAS	17	8249289	21197	#73af42	phosphoribosylformylglycinamidine synthase	180	9	9	0		395	1543	-1148
LOC100505938		8262225	81056	#73af42		180	0	0	0		-1	-1	-1
MGC4859	7	10449820	330124	#73af42	uncharacterized LOC79150	180	0	0	0		7290	10478	-3188
LOC100131472	7	10702676	4862	#73af42	uncharacterized LOC100131472	180	0	0	0		7290	10478	-3188
STK4	20	44966512	113509	#73af42	serine/threonine kinase 4	180	7	7	0		4164	3746	418
LOC102725191	7	12504397	36738	#73af42	uncharacterized LOC102725191	180	0	0	0		7290	10478	-3188
LINC01579	15	93896060	4539	#73af42	long intergenic non-protein coding RNA 1579	180	0	0	0		7290	10478	-3188
SMIM25		50267486	12309	#73af42		180	0	0	0		-1	-1	-1
VCX	X	7842262	1881	#73af42	variable charge X-linked	180	0	0	0		7290	10478	-3188
LOC105375166	7	15667947	14032	#73af42	uncharacterized LOC105375166	180	0	0	0		7290	10478	-3188
LINC02587	7	15688378	8514	#73af42	long intergenic non-protein coding RNA 2587	180	0	0	0		7290	10478	-3188
CRPPA-AS1	7	16210486	60118	#73af42	CRPPA antisense RNA 1	180	0	0	0		7290	10478	-3188
KCCAT333		17374917	92339	#73af42		180	0	0	0		-1	-1	-1
LOC101927630		17463445	95464	#73af42		180	0	0	0		-1	-1	-1
