#name	chromosome	start	length	color	full_name	days_in_timeframe	recent_timeframe_citation_count	past_timeframe_citation_count	citation_count_delta	significance	recent_gene_rank	past_gene_rank	rank_delta
ARHGEF2	7	41475937	22042	#73af42	Rho/Rac guanine nucleotide exchange factor 2	180	0	0	0		7	37	-30
PKLR	7	41913340	7506	#73af42	pyruvate kinase L/R	180	0	0	0		7	37	-30
MIR92B	7	41987502	62	#73af42	microRNA mir-92b	180	0	0	0		7	37	-30
MUC1	7	41989397	4315	#73af42	mucin 1, cell surface associated	180	0	0	0		7	37	-30
KRTCAP2	7	42004260	2358	#73af42	keratinocyte associated protein 2	180	0	0	0		7	37	-30
MIR190B	7	42686775	77	#73af42	microRNA mir-190b	180	0	0	0		7	37	-30
TPM3	7	42694385	22167	#73af42	tropomyosin 3	180	0	0	0		7	37	-30
RPS27	7	42798507	1189	#73af42	ribosomal protein S27	180	0	0	0		7	37	-30
RAB13	7	42802039	3718	#73af42	RAB13, member RAS oncogene family	180	0	0	0		7	37	-30
S100A1	7	43080591	3791	#73af42	S100 calcium binding protein A1	180	0	0	0		7	37	-30
S100A2	7	43131685	2681	#73af42	S100 calcium binding protein A2	180	0	0	0		7	37	-30
S100A4	7	43146656	1383	#73af42	S100 calcium binding protein A4	180	0	0	0		7	37	-30
S100A5	7	43149752	3111	#73af42	S100 calcium binding protein A5	180	0	0	0		7	37	-30
S100A8	7	43192654	935	#73af42	S100 calcium binding protein A8	180	0	0	0		7	37	-30
ATP5F1A	7	44770243	8833	#73af42	ATP synthase F1 subunit alpha	180	0	0	0		7	37	-30
PIK3C3	7	48315600	136709	#73af42	phosphatidylinositol 3-kinase catalytic subunit type 3	180	0	0	0		7	37	-30
SLC39A6	7	53712679	21428	#73af42	solute carrier family 39 member 6	180	0	0	0		7	37	-30
MIR187	7	53915888	67	#73af42	microRNA mir-187	180	0	0	0		7	37	-30
DSG3	7	57708252	31269	#73af42	desmoglein 3	180	0	0	0		7	37	-30
DSG1	7	57822159	32911	#73af42	desmoglein 1	180	0	0	0		7	37	-30
DSC1	7	57984457	27123	#73af42	desmocollin 1	180	0	0	0		7	37	-30
CDH2	7	60431048	213145	#73af42	cadherin 2	180	0	0	0		7	37	-30
CABYR	7	63951924	13006	#73af42	calcium binding tyrosine phosphorylation regulated	180	0	0	0		7	37	-30
NPC1	7	64477149	52513	#73af42	NPC intracellular cholesterol transporter 1	180	0	0	0		7	37	-30
MIR1-2	7	65945036	58	#73af42	microRNA mir-1-2	180	0	0	0		7	37	-30
MIR133A	7	65948146	86	#73af42	microRNA mir-133a	180	0	0	0		7	37	-30
SNRPD1	7	66137168	13922	#73af42	small nuclear ribonucleoprotein D1 polypeptide	180	0	0	0		7	37	-30
CLUL1	7	67200163	25895	#73af42	clusterin like 1	180	0	0	0		7	37	-30
TYMS	7	67230668	9767	#73af42	thymidylate synthetase	180	0	0	0		7	37	-30
YES1	7	67275521	65608	#73af42	YES proto-oncogene 1, Src family tyrosine kinase	180	0	0	0		7	37	-30
LOC403581	7	404567	2578	#73af42	peptidylprolyl isomerase A (cyclophilin A) pseudogene	180	0	0	0		7	37	-30
OR6AA6	8	598147	959	#73af42	olfactory receptor family 6 subfamily AA member 6	180	0	0	0		7	37	-30
OR6C4	8	693747	924	#73af42	olfactory receptor family 6 subfamily C member 4	180	0	0	0		7	37	-30
SLC7A8	8	3229341	49650	#73af42	solute carrier family 7 member 8	180	0	0	0		7	37	-30
BCL2L2	8	3368789	2460	#73af42	BCL2 like 2	180	0	0	0		7	37	-30
PABPN1	8	3380770	4153	#73af42	poly(A) binding protein nuclear 1	180	0	0	0		7	37	-30
MIR208A	8	3436201	68	#73af42	microRNA mir-208a	180	0	0	0		7	37	-30
MYH7	8	3459417	19868	#73af42	myosin heavy chain 7	180	0	0	0		7	37	-30
MIR208B	8	3464425	73	#73af42	microRNA mir-208b	180	0	0	0		7	37	-30
DHRS4	8	3847979	11957	#73af42	dehydrogenase/reductase 4	180	0	0	0		7	37	-30
TGM1	8	4030778	12021	#73af42	transglutaminase 1	180	0	0	0		7	37	-30
CMA1	8	4239198	2944	#73af42	chymase 1	180	0	0	0		7	37	-30
SRP54	8	13608264	37813	#73af42	signal recognition particle 54	180	0	0	0		7	37	-30
NKX2-1	8	14896830	2055	#73af42	NK2 homeobox 1	180	0	0	0		7	37	-30
SSTR1	8	16381728	1175	#73af42	somatostatin receptor 1	180	0	0	0		7	37	-30
PNN	8	17163819	7464	#73af42	pinin, desmosome associated protein	180	0	0	0		7	37	-30
RN7SL1	8	26256053	298	#73af42	RNA, 7SL, cytoplasmic 1	180	0	0	0		7	37	-30
RPL36AL	8	26077289	1160	#73af42	ribosomal protein L36a like	180	0	0	0		7	37	-30
PYGL	8	27098985	42909	#73af42	glycogen phosphorylase L	180	0	0	0		7	37	-30
PTGER2	8	28369315	13728	#73af42	prostaglandin E receptor 2	180	0	0	0		7	37	-30
BMP4	8	29856481	6994	#73af42	bone morphogenetic protein 4	180	0	0	0		7	37	-30
LGALS3	8	30846505	11037	#73af42	galectin 3	180	0	0	0		7	37	-30
MIR8883	8	32702218	144	#73af42	microRNA mir-8883	180	0	0	0		7	37	-30
RTN1	8	34663165	24821	#73af42	reticulon 1	180	0	0	0		7	37	-30
SIX1	8	35522041	2822	#73af42	SIX homeobox 1	180	0	0	0		7	37	-30
ZBTB1	8	38776929	25495	#73af42	zinc finger and BTB domain containing 1	180	0	0	0		7	37	-30
SPTB	8	39013953	51604	#73af42	spectrin beta, erythrocytic	180	0	0	0		7	37	-30
GPX2	8	39166064	3819	#73af42	glutathione peroxidase 2	180	0	0	0		7	37	-30
FUT8	8	39668378	147904	#73af42	fucosyltransferase 8	180	0	0	0		7	37	-30
ARG2	8	41435619	31467	#73af42	arginase 2	180	0	0	0		7	37	-30
SYNJ2BP	8	43882482	34470	#73af42	synaptojanin 2 binding protein	180	0	0	0		7	37	-30
PSEN1	8	46399068	65570	#73af42	presenilin 1	180	0	0	0		7	37	-30
NPC2	8	47539316	9360	#73af42	NPC intracellular cholesterol transporter 2	180	0	0	0		7	37	-30
ACYP1	8	48053825	8540	#73af42	acylphosphatase 1	180	0	0	0		7	37	-30
NGB	8	49978294	3993	#73af42	neuroglobin	180	0	0	0		7	37	-30
DIO2	8	52604180	9011	#73af42	iodothyronine deiodinase 2	180	0	0	0		7	37	-30
TSHR	8	53238978	155563	#73af42	thyroid stimulating hormone receptor	180	0	0	0		7	37	-30
MIR8884	8	53734457	128	#73af42	microRNA mir-8884	180	0	0	0		7	37	-30
GALC	8	59214260	56997	#73af42	galactosylceramidase	180	0	0	0		7	37	-30
PSMC1	8	61225967	13691	#73af42	proteasome 26S subunit, ATPase 1	180	0	0	0		7	37	-30
SERPINA1	8	63330666	9916	#73af42	serpin family A member 1	180	0	0	0		7	37	-30
BDKRB2	8	64919488	28383	#73af42	bradykinin receptor B2	180	0	0	0		7	37	-30
BDKRB1	8	64970187	1052	#73af42	bradykinin receptor B1	180	0	0	0		7	37	-30
MIR342	8	68372074	62	#73af42	microRNA mir-342	180	0	0	0		7	37	-30
MIR345	8	68538192	59	#73af42	microRNA mir-345	180	0	0	0		7	37	-30
MIR493	8	69039470	60	#73af42	microRNA mir-493	180	0	0	0		7	37	-30
MIR665	8	69043023	67	#73af42	microRNA mir-665	180	0	0	0		7	37	-30
MIR433	8	69049031	73	#73af42	microRNA mir-433	180	0	0	0		7	37	-30
MIR127	8	69050131	59	#73af42	microRNA mir-127	180	0	0	0		7	37	-30
MIR432	8	69051608	86	#73af42	microRNA mir-432	180	0	0	0		7	37	-30
MIR136	8	69051808	55	#73af42	microRNA mir-136	180	0	0	0		7	37	-30
MIR370	8	69077725	78	#73af42	microRNA mir-370	180	0	0	0		7	37	-30
MIR379	8	69199068	58	#73af42	microRNA mir-379	180	0	0	0		7	37	-30
MIR411	8	69200353	57	#73af42	microRNA mir-411	180	0	0	0		7	37	-30
MIR299	8	69200807	62	#73af42	microRNA mir-299	180	0	0	0		7	37	-30
MIR380	8	69202023	56	#73af42	microRNA mir-380	180	0	0	0		7	37	-30
MIR323	8	69202753	55	#73af42	microRNA mir-323	180	0	0	0		7	37	-30
MIR758	8	69203041	80	#73af42	microRNA mir-758	180	0	0	0		7	37	-30
MIR329B	8	69203787	79	#73af42	microRNA mir-329b	180	0	0	0		7	37	-30
MIR329A	8	69204114	59	#73af42	microRNA mir-329a	180	0	0	0		7	37	-30
MIR494	8	69206644	80	#73af42	microRNA mir-494	180	0	0	0		7	37	-30
MIR543	8	69208665	57	#73af42	microRNA mir-543	180	0	0	0		7	37	-30
MIR495	8	69210428	57	#73af42	microRNA mir-495	180	0	0	0		7	37	-30
MIR3958	8	69212392	140	#73af42	microRNA mir-3958	180	0	0	0		7	37	-30
MIR376A-3	8	69215008	58	#73af42	microRNA mir-376a-3	180	0	0	0		7	37	-30
MIR376C	8	69215356	84	#73af42	microRNA mir-376c	180	0	0	0		7	37	-30
MIR376A-2	8	69215755	57	#73af42	microRNA mir-376a-2	180	0	0	0		7	37	-30
MIR376B	8	69216114	98	#73af42	microRNA mir-376b	180	0	0	0		7	37	-30
MIR376A-1	8	69216515	57	#73af42	microRNA mir-376a-1	180	0	0	0		7	37	-30
MIR300	8	69217071	77	#73af42	microRNA mir-300	180	0	0	0		7	37	-30
MIR1185	8	69218396	128	#73af42	microRNA mir-1185	180	0	0	0		7	37	-30
MIR381	8	69220176	74	#73af42	microRNA mir-381	180	0	0	0		7	37	-30
MIR487B	8	69220689	57	#73af42	microRNA mir-487b	180	0	0	0		7	37	-30
MIR539	8	69221504	75	#73af42	microRNA mir-539	180	0	0	0		7	37	-30
MIR889	8	69222031	138	#73af42	microRNA mir-889	180	0	0	0		7	37	-30
MIR544	8	69222845	88	#73af42	microRNA mir-544	180	0	0	0		7	37	-30
MIR487A	8	69226267	79	#73af42	microRNA mir-487a	180	0	0	0		7	37	-30
MIR382	8	69228312	56	#73af42	microRNA mir-382	180	0	0	0		7	37	-30
MIR134	8	69228685	72	#73af42	microRNA mir-134	180	0	0	0		7	37	-30
MIR485	8	69229428	58	#73af42	microRNA mir-485	180	0	0	0		7	37	-30
MIR496	8	69234599	97	#73af42	microRNA mir-496	180	0	0	0		7	37	-30
MIR377	8	69236132	68	#73af42	microRNA mir-377	180	0	0	0		7	37	-30
MIR409	8	69238990	53	#73af42	microRNA mir-409	180	0	0	0		7	37	-30
MIR369	8	69239282	52	#73af42	microRNA mir-369	180	0	0	0		7	37	-30
MIR410	8	69239582	55	#73af42	microRNA mir-410	180	0	0	0		7	37	-30
DIO3	8	69640338	2104	#73af42	iodothyronine deiodinase 3	180	0	0	0		7	37	-30
MIR8882	8	70598197	144	#73af42	microRNA mir-8882	180	0	0	0		7	37	-30
AMN	8	70740802	7987	#73af42	amnion associated transmembrane protein	180	0	0	0		7	37	-30
MIR203	8	71737989	93	#73af42	microRNA mir-203	180	0	0	0		7	37	-30
FN3KRP	9	331643	4707	#73af42	fructosamine 3 kinase related protein	180	0	0	0		7	37	-30
HGS	9	1117545	14152	#73af42	hepatocyte growth factor-regulated tyrosine kinase substrate	180	0	0	0		7	37	-30
PDE6G	9	1144991	2812	#73af42	phosphodiesterase 6G	180	0	0	0		7	37	-30
ACTG1	9	1254519	2351	#73af42	actin gamma 1	180	0	0	0		7	37	-30
MIR338	9	1548100	58	#73af42	microRNA mir-338	180	0	0	0		7	37	-30
SGSH	9	2196651	6119	#73af42	N-sulfoglucosamine sulfohydrolase	180	0	0	0		7	37	-30
TIMP2	9	3162992	45142	#73af42	TIMP metallopeptidase inhibitor 2	180	0	0	0		7	37	-30
SOCS3	9	3533406	677	#73af42	suppressor of cytokine signaling 3	180	0	0	0		7	37	-30
BIRC5	9	3631386	5108	#73af42	baculoviral IAP repeat containing 5	180	0	0	0		7	37	-30
SYNGR2	9	3673474	4138	#73af42	synaptogyrin 2	180	0	0	0		7	37	-30
MIR6516	9	4477903	114	#73af42	microRNA mir-6516	180	0	0	0		7	37	-30
ST6GALNAC1	9	4802574	22563	#73af42	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	180	0	0	0		7	37	-30
ST6GALNAC2	9	4851364	14933	#73af42	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	180	0	0	0		7	37	-30
PRCD	9	4886683	3302	#73af42	photoreceptor disc component	180	0	0	0		7	37	-30
CYGB	9	4892392	8811	#73af42	cytoglobin	180	0	0	0		7	37	-30
RHBDF2	9	4927393	11416	#73af42	rhomboid 5 homolog 2	180	0	0	0		7	37	-30
AANAT	9	4940312	1423	#73af42	aralkylamine N-acetyltransferase	180	0	0	0		7	37	-30
MIR8886	9	5088706	144	#73af42	microRNA mir-8886	180	0	0	0		7	37	-30
ZACN	9	5265567	3301	#73af42	zinc activated ion channel	180	0	0	0		7	37	-30
SRP68	9	5277889	36622	#73af42	signal recognition particle 68	180	0	0	0		7	37	-30
UNK	9	5477644	33473	#73af42	unk zinc finger	180	0	0	0		7	37	-30
GALK1	9	5528367	6280	#73af42	galactokinase 1	180	0	0	0		7	37	-30
SUMO2	9	6007031	12862	#73af42	small ubiquitin like modifier 2	180	0	0	0		7	37	-30
JPT1	9	6030403	17669	#73af42	Jupiter microtubule associated homolog 1	180	0	0	0		7	37	-30
SLC9A3R1	9	6371237	17074	#73af42	SLC9A3 regulator 1	180	0	0	0		7	37	-30
SSTR2	9	7712309	1109	#73af42	somatostatin receptor 2	180	0	0	0		7	37	-30
SOX9	9	8522923	3145	#73af42	SRY-box transcription factor 9	180	0	0	0		7	37	-30
ITGB3	9	9787282	48471	#73af42	integrin subunit beta 3	180	0	0	0		7	37	-30
MIR8885	9	10032413	144	#73af42	microRNA mir-8885	180	0	0	0		7	37	-30
MAPT	9	10175159	46250	#73af42	microtubule associated protein tau	180	0	0	0		7	37	-30
DDX5	9	12909346	7234	#73af42	DEAD-box helicase 5	180	0	0	0		7	37	-30
APOH	9	14691324	12529	#73af42	apolipoprotein H	180	0	0	0		7	37	-30
ARSG	9	15656480	65193	#73af42	arylsulfatase G	180	0	0	0		7	37	-30
KCNJ16	9	16982418	57745	#73af42	potassium inwardly rectifying channel subfamily J member 16	180	0	0	0		7	37	-30
KCNJ2	9	17067115	6773	#73af42	potassium inwardly rectifying channel subfamily J member 2	180	0	0	0		7	37	-30
GJC1	9	18234973	586	#73af42	gap junction protein gamma 1	180	0	0	0		7	37	-30
ITGA2B	9	18598247	13869	#73af42	integrin subunit alpha 2b	180	0	0	0		7	37	-30
SLC4A1	9	18693717	11426	#73af42	solute carrier family 4 member 1	180	0	0	0		7	37	-30
PPY	9	18943379	753	#73af42	pancreatic polypeptide	180	0	0	0		7	37	-30
BRCA1	9	19464421	63567	#73af42	BRCA1 DNA repair associated	180	0	0	0		7	37	-30
RPL27	9	19567057	3376	#73af42	ribosomal protein L27	180	0	0	0		7	37	-30
G6PC		19636458	10444	#73af42		180	0	0	0		-1	-1	-1
CCDC56	9	19726385	1082	#73af42	coiled-coil domain containing 56	180	0	0	0		7	37	-30
TUBG1	9	19863500	4772	#73af42	tubulin, gamma 1	180	0	0	0		7	37	-30
HCRT	9	20234894	1249	#73af42	hypocretin neuropeptide precursor	180	0	0	0		7	37	-30
RAB5C	9	20276014	4107	#73af42	RAB5C, member RAS oncogene family	180	0	0	0		7	37	-30
JUP	9	20535712	24230	#73af42	junction plakoglobin	180	0	0	0		7	37	-30
EIF1	9	20605740	2742	#73af42	eukaryotic translation initiation factor 1	180	0	0	0		7	37	-30
KRT14	9	20697290	4388	#73af42	keratin 14	180	0	0	0		7	37	-30
KRT19	9	20747715	4263	#73af42	keratin 19	180	0	0	0		7	37	-30
KRT15	9	20756828	4244	#73af42	keratin 15	180	0	0	0		7	37	-30
KRT13	9	20768175	4331	#73af42	keratin 13	180	0	0	0		7	37	-30
KRT33B	9	20900950	6390	#73af42	keratin 33B	180	0	0	0		7	37	-30
KRT33A	9	20920389	5021	#73af42	keratin 33A	180	0	0	0		7	37	-30
KRT40	9	21277139	6276	#73af42	keratin 40	180	0	0	0		7	37	-30
KRT23	9	21318950	16082	#73af42	keratin 23	180	0	0	0		7	37	-30
KRT12	9	21391112	5581	#73af42	keratin 12	180	0	0	0		7	37	-30
KRT28	9	21444023	9159	#73af42	keratin 28	180	0	0	0		7	37	-30
KRT27	9	21467309	5292	#73af42	keratin 27	180	0	0	0		7	37	-30
KRT26	9	21492178	5343	#73af42	keratin 26	180	0	0	0		7	37	-30
KRT25	9	21508131	7034	#73af42	keratin 25	180	0	0	0		7	37	-30
KRT222	9	21568394	9206	#73af42	keratin 222	180	0	0	0		7	37	-30
MIR8888	9	21723171	120	#73af42	microRNA mir-8888	180	0	0	0		7	37	-30
RARA	9	21821642	34436	#73af42	retinoic acid receptor alpha	180	0	0	0		7	37	-30
THRA	9	22036085	23447	#73af42	thyroid hormone receptor alpha	180	0	0	0		7	37	-30
ERBB2	9	22327366	24204	#73af42	erb-b2 receptor tyrosine kinase 2	180	0	0	0		7	37	-30
PGAP3	9	22360134	12480	#73af42	post-GPI attachment to proteins phospholipase 3	180	0	0	0		7	37	-30
TCAP	9	22378080	1188	#73af42	titin-cap	180	0	0	0		7	37	-30
RPL19	9	22737398	4364	#73af42	ribosomal protein L19	180	0	0	0		7	37	-30
RPL23	9	22963922	6127	#73af42	ribosomal protein L23	180	0	0	0		7	37	-30
PSMB3	9	23041786	9916	#73af42	proteasome 20S subunit beta 3	180	0	0	0		7	37	-30
MIR152	9	23898331	58	#73af42	microRNA mir-152	180	0	0	0		7	37	-30
MIR10A	9	24404742	62	#73af42	microRNA mir-10a	180	0	0	0		7	37	-30
MIR196A-1	9	24458223	90	#73af42	microRNA mir-196a-1	180	0	0	0		7	37	-30
GNGT2	9	24934401	2894	#73af42	G protein subunit gamma transducin 2	180	0	0	0		7	37	-30
PHB	9	25089828	11011	#73af42	prohibitin	180	0	0	0		7	37	-30
COL1A1	9	25746094	16082	#73af42	collagen type I alpha 1 chain	180	0	0	0		7	37	-30
XYLT2	9	25879022	12515	#73af42	xylosyltransferase 2	180	0	0	0		7	37	-30
NME1	9	26552843	5852	#73af42	non-metastatic cells 1, protein (NM23A) expressed in	180	0	0	0		7	37	-30
NME2	9	26562504	3106	#73af42	non-metastatic cells 2, protein (NM23B) expressed in	180	0	0	0		7	37	-30
MIR1844	9	32353233	59	#73af42	microRNA mir-1844	180	0	0	0		7	37	-30
MIR142	9	32570169	62	#73af42	microRNA mir-142	180	0	0	0		7	37	-30
MIR454	9	33305337	69	#73af42	microRNA mir-454	180	0	0	0		7	37	-30
MIR301A	9	33315731	83	#73af42	microRNA mir-301a	180	0	0	0		7	37	-30
MIR21	9	33934637	59	#73af42	microRNA mir-21	180	0	0	0		7	37	-30
TUBD1	9	33950224	31119	#73af42	tubulin delta 1	180	0	0	0		7	37	-30
TBX4	9	34758715	25579	#73af42	T-box transcription factor 4	180	0	0	0		7	37	-30
CCL4	9	37273230	1349	#73af42	chemokine (C-C motif) ligand 4	180	0	0	0		7	37	-30
CCL3	9	37285610	1426	#73af42	chemokine (C-C motif) ligand 3	180	0	0	0		7	37	-30
LOC480600	9	37300458	1648	#73af42	chemokine (C-C motif) ligand 3	180	0	0	0		7	37	-30
CCL5	9	37410157	6448	#73af42	C-C motif chemokine ligand 5	180	0	0	0		7	37	-30
CCL1	9	38528124	2640	#73af42	C-C motif chemokine ligand 1	180	0	0	0		7	37	-30
CCL13	9	38539350	1287	#73af42	chemokine (C-C motif) ligand 13	180	0	0	0		7	37	-30
CCL8	9	38549578	1518	#73af42	C-C motif chemokine ligand 8	180	0	0	0		7	37	-30
CCL7	9	38595171	1465	#73af42	C-C motif chemokine ligand 7	180	0	0	0		7	37	-30
CCL2	9	38608723	1746	#73af42	C-C motif chemokine ligand 2	180	0	0	0		7	37	-30
SPACA3	9	39698046	7611	#73af42	sperm acrosome associated 3	180	0	0	0		7	37	-30
MIR632	9	40214894	96	#73af42	microRNA mir-632	180	0	0	0		7	37	-30
MIR365-2	9	40907921	110	#73af42	microRNA mir-365-2	180	0	0	0		7	37	-30
MIR193A	9	40921299	55	#73af42	microRNA mir-193a	180	0	0	0		7	37	-30
LGALS9	9	41753711	15690	#73af42	galectin 9	180	0	0	0		7	37	-30
NOS2	9	41770831	36800	#73af42	nitric oxide synthase 2	180	0	0	0		7	37	-30
POLDIP2	9	42201185	9796	#73af42	DNA polymerase delta interacting protein 2	180	0	0	0		7	37	-30
ALDOC	9	42380447	3841	#73af42	aldolase, fructose-bisphosphate C	180	0	0	0		7	37	-30
MIR451	9	42632123	68	#73af42	microRNA mir-451	180	0	0	0		7	37	-30
MIR144	9	42632295	59	#73af42	microRNA mir-144	180	0	0	0		7	37	-30
CRYBA1	9	42972718	6044	#73af42	crystallin beta A1	180	0	0	0		7	37	-30
MIR423A	9	43755047	58	#73af42	microRNA mir-423a	180	0	0	0		7	37	-30
SLC6A4	9	43823112	22745	#73af42	solute carrier family 6 member 4	180	0	0	0		7	37	-30
MIR22	9	45449590	59	#73af42	microRNA mir-22	180	0	0	0		7	37	-30
SERPINF1	9	45488488	11339	#73af42	serpin family F member 1	180	0	0	0		7	37	-30
MIR132	9	45751431	59	#73af42	microRNA mir-132	180	0	0	0		7	37	-30
MIR212	9	45751813	61	#73af42	microRNA mir-212	180	0	0	0		7	37	-30
OR1A1	9	46719492	929	#73af42	olfactory receptor family 1 subfamily A member 1	180	0	0	0		7	37	-30
OR1E2		46934121	941	#73af42		180	0	0	0		-1	-1	-1
TRPV1	9	47022952	32422	#73af42	transient receptor potential cation channel subfamily V member 1	180	0	0	0		7	37	-30
MIR8889	9	47430169	128	#73af42	microRNA mir-8889	180	0	0	0		7	37	-30
GRIN1	9	48135045	23209	#73af42	glutamate ionotropic receptor NMDA type subunit 1	180	0	0	0		7	37	-30
FUT7	9	48261839	1067	#73af42	fucosyltransferase 7	180	0	0	0		7	37	-30
PTGDS	9	48301642	3212	#73af42	prostaglandin D2 synthase	180	0	0	0		7	37	-30
MIR126	9	48537943	58	#73af42	microRNA mir-126	180	0	0	0		7	37	-30
LHX3	9	48905665	5394	#73af42	LIM homeobox 3	180	0	0	0		7	37	-30
CANF2	9	49277059	3797	#73af42	minor allergen Can f 2	180	0	0	0		7	37	-30
OBP2B	9	49341983	2494	#73af42	odorant binding protein 2B	180	0	0	0		7	37	-30
ABO	9	49385323	9557	#73af42	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	180	0	0	0		7	37	-30
RPL7A	9	49420135	2658	#73af42	ribosomal protein L7a	180	0	0	0		7	37	-30
ADAMTS13	9	49475353	27950	#73af42	ADAM metallopeptidase with thrombospondin type 1 motif 13	180	0	0	0		7	37	-30
DBH	9	49640508	19465	#73af42	dopamine beta-hydroxylase	180	0	0	0		7	37	-30
GBGT1	9	50947176	9063	#73af42	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1	180	0	0	0		7	37	-30
PTGES	9	53745854	10685	#73af42	prostaglandin E synthase	180	0	0	0		7	37	-30
MIR8887	9	54310242	116	#73af42	microRNA mir-8887	180	0	0	0		7	37	-30
MIR219-2	9	54820802	64	#73af42	microRNA mir-219-2	180	0	0	0		7	37	-30
DNM1	9	54934788	45515	#73af42	dynamin 1	180	0	0	0		7	37	-30
MIR199-3	9	54944294	58	#73af42	microRNA mir-199-3	180	0	0	0		7	37	-30
PTGES2	9	55025498	5561	#73af42	prostaglandin E synthase 2	180	0	0	0		7	37	-30
AK1	9	55225113	4947	#73af42	adenylate kinase 1	180	0	0	0		7	37	-30
RPL12	9	55576159	3865	#73af42	ribosomal protein L12	180	0	0	0		7	37	-30
SLC2A8	9	55602890	7116	#73af42	solute carrier family 2 member 8	180	0	0	0		7	37	-30
MIR181B-2	9	57980489	58	#73af42	microRNA mir-181b-2	180	0	0	0		7	37	-30
MIR181A-2	9	57981720	59	#73af42	microRNA mir-181a-2	180	0	0	0		7	37	-30
PSMB7	9	58207216	63267	#73af42	proteasome 20S subunit beta 7	180	0	0	0		7	37	-30
PTGS1	9	59884518	21771	#73af42	prostaglandin-endoperoxide synthase 1	180	0	0	0		7	37	-30
GGTA1	9	60703049	28693	#73af42	glycoprotein alpha-galactosyltransferase 1 (inactive)	180	0	0	0		7	37	-30
RPL37	4	394440	345	#73af42	ribosomal protein L37	180	0	0	0		7	37	-30
NPC1L1	16	553438	16266	#73af42	NPC1 like intracellular cholesterol transporter 1	180	0	0	0		7	37	-30
MIR8852	16	1607	142	#73af42	microRNA mir-8852	180	0	0	0		7	37	-30
GOT2	2	8493	25405	#73af42	glutamic-oxaloacetic transaminase 2	180	0	0	0		7	37	-30
MIR8791B	X	113110	144	#73af42	microRNA mir-8791b	180	0	0	0		7	37	-30
DEFB105A	16	13394	129	#73af42	defensin, beta 105A	180	0	0	0		7	37	-30
CYP3A12	Un	7747	35554	#73af42	cytochrome P-450 3A12	180	0	0	0		7	37	-30
MIR8864-1	Un	9299	112	#73af42	microRNA mir-8864-1	180	0	0	0		7	37	-30
MIR8864-4	Un	9299	112	#73af42	microRNA mir-8864-4	180	0	0	0		7	37	-30
MIR8895	Un	2388	144	#73af42	microRNA mir-8895	180	0	0	0		7	37	-30
SEPHS1	2	3797	14283	#73af42	selenophosphate synthetase 1	180	0	0	0		7	37	-30
LOC478000	2	26798	20809	#73af42	phytanoyl-CoA hydroxylase-like	180	0	0	0		7	37	-30
LOC478001	2	26813	20829	#73af42	phytanoyl-CoA hydroxylase-like	180	0	0	0		7	37	-30
SHOX	X	314181	9200	#73af42	short stature homeobox	180	0	0	0		7	37	-30
ARSL	X	1451938	17495	#73af42	arylsulfatase L	180	0	0	0		7	37	-30
ARSH	X	1482877	18804	#73af42	arylsulfatase family member H	180	0	0	0		7	37	-30
OBP	X	2835593	5909	#73af42	allergen Can f 4	180	0	0	0		7	37	-30
TLR7	X	9270957	25427	#73af42	toll like receptor 7	180	0	0	0		7	37	-30
RAB9A	X	10129115	22232	#73af42	RAB9A, member RAS oncogene family	180	0	0	0		7	37	-30
ACE2	X	11824224	38736	#73af42	angiotensin converting enzyme 2	180	0	0	0		7	37	-30
ARX	X	20538249	10877	#73af42	aristaless related homeobox	180	0	0	0		7	37	-30
LOC491788	X	21734661	1040	#73af42	small ubiquitin-related modifier 1-like	180	0	0	0		7	37	-30
MAGEB10	X	23039442	11481	#73af42	melanoma antigen family B, 10	180	0	0	0		7	37	-30
DMD	X	26365124	2067976	#73af42	dystrophin	180	0	0	0		7	37	-30
TMEM47	X	29776454	30401	#73af42	transmembrane protein 47	180	0	0	0		7	37	-30
CYBB	X	32660059	34780	#73af42	cytochrome b-245 beta chain	180	0	0	0		7	37	-30
DYNLT3	X	32730392	7266	#73af42	dynein light chain Tctex-type 3	180	0	0	0		7	37	-30
RPGR	X	33184774	50849	#73af42	retinitis pigmentosa GTPase regulator	180	0	0	0		7	37	-30
MAOA	X	37808131	66128	#73af42	monoamine oxidase A	180	0	0	0		7	37	-30
MAOB	X	37895301	118104	#73af42	monoamine oxidase B	180	0	0	0		7	37	-30
KDM6A	X	38867598	213894	#73af42	lysine demethylase 6A	180	0	0	0		7	37	-30
MIR221	X	39646201	61	#73af42	microRNA mir-221	180	0	0	0		7	37	-30
MIR222	X	39646830	89	#73af42	microRNA mir-222	180	0	0	0		7	37	-30
USP11	X	40948358	16051	#73af42	ubiquitin specific peptidase 11	180	0	0	0		7	37	-30
TIMP1	X	41323532	3571	#73af42	TIMP metallopeptidase inhibitor 1	180	0	0	0		7	37	-30
GLOD5	X	42090023	11662	#73af42	glyoxalase domain containing 5	180	0	0	0		7	37	-30
SLC35A2	X	42184671	8773	#73af42	solute carrier family 35 member A2	180	0	0	0		7	37	-30
